house_id,city,sale_date,months_listed,bedrooms,house_type,area,sale_price
1000329,Silvertown,2023-01-05,9.4,,Semi,168.4 sq.m.,328197.67
1000330,Riverford,2023-01-05,5.2,6.0,Terr.,209.5 sq.m.,
1000331,Teasdale,2023-01-05,1.6,2.0,Detached,212.4 sq.m.,345753.6
1000332,Silvertown,2023-01-05,,6.0,Det.,273.7 sq.m.,507753.19
1000333,Silvertown,2023-01-05,6.5,5.0,nan,108.6 sq.m.,315928.33
1000334,Silvertown,2023-01-05,9.6,1.0,Terr.,156.3 sq.m.,263530.51
1000335,Silvertown,2023-01-05,10.4,,Detached,89.3 sq.m.,244360.11
1000336,Poppleton,2023-01-05,6.8,2.0,Terr.,113.6 sq.m.,260665.65
1000337,Teasdale,2023-01-05,,3.0,Terr.,237.9 sq.m.,385122.66
1000338,Riverford,2023-01-05,10.5,6.0,Terr.,179.7 sq.m.,411468.18
1000339,Silvertown,2023-01-05,6.2,5.0,Semi,60.3 sq.m.,
1000340,Riverford,2023-01-05,,2.0,Det.,134.1 sq.m.,280253.11
1000341,Riverford,2023-01-05,11.2,6.0,Terraced,158.1 sq.m.,368811.96
1000342,Silvertown,,7.2,1.0,Terraced,174.4 sq.m.,304529.05
1000343,Riverford,2023-01-05,,3.0,Detached,56.2 sq.m.,229675.48
1000344,Riverford,2023-01-05,4.5,4.0,Terr.,116.4 sq.m.,288777.41
1000345,Teasdale,2023-01-05,7.5,4.0,Detached,275.4 sq.m.,466563.44
1000346,Teasdale,2023-01-05,8.8,1.0,Semi,175.4 sq.m.,286270.35
1000347,Silvertown,2023-01-05,1.8,2.0,Semi,69.5 sq.m.,209035.22
1000348,Riverford,2023-01-05,3.6,3.0,Semi-detached,106.9 sq.m.,266801.79
1000349,Teasdale,2023-01-05,5.3,4.0,Semi,140.1 sq.m.,324143.18
1000350,Riverford,2023-01-05,4.6,6.0,Semi-detached,133.4 sq.m.,
1000351,Poppleton,2023-01-05,2.5,1.0,Det.,112.5 sq.m.,239198.51
1000352,Teasdale,2023-01-05,9.0,6.0,Detached,242.1 sq.m.,460129.56
1000353,Silvertown,2023-01-05,11.7,5.0,nan,97.7 sq.m.,301036.52
1000354,Silvertown,2023-01-05,5.8,4.0,Det.,84.5 sq.m.,250664.38
1000355,Teasdale,2023-01-05,4.7,5.0,Semi,229.0 sq.m.,432401.35
1000356,Silvertown,2023-01-05,11.5,6.0,Det.,115.3 sq.m.,327341.47
1000357,Riverford,2023-01-05,9.5,5.0,Det.,120.5 sq.m.,321413.83
1000358,Poppleton,2023-01-05,,3.0,Det.,299.2 sq.m.,470536.69
1000359,Riverford,2023-01-05,11.9,5.0,Semi,255.5 sq.m.,466751.17
1000360,Riverford,2023-01-05,4.9,2.0,nan,53.0 sq.m.,192706.66
1000361,Teasdale,2023-01-05,5.8,4.0,Terr.,297.3 sq.m.,480235.26
1000362,Riverford,2023-01-05,8.3,6.0,Det.,266.4 sq.m.,480262.52
1000363,Riverford,2023-01-05,7.8,2.0,Semi-detached,230.8 sq.m.,384687.57
1000364,Poppleton,2023-01-05,8.8,2.0,Semi,108.4 sq.m.,256318.1
1000365,Riverford,2023-01-05,2.7,2.0,Det.,188.2 sq.m.,326615.19
1000366,--,2023-01-05,8.0,,nan,253.6 sq.m.,411345.96
1000367,Poppleton,2023-01-05,4.5,,Terr.,71.5 sq.m.,245189.47
1000368,Silvertown,,1.1,1.0,Semi,157.2 sq.m.,272627.36
1000369,Silvertown,2023-01-05,5.0,2.0,Terraced,154.4 sq.m.,283241.74
1000370,Silvertown,2023-01-05,2.5,4.0,Terr.,263.2 sq.m.,453403.62
1000371,Silvertown,2023-01-05,5.9,3.0,Semi-detached,,313031.76
1000372,Silvertown,2023-01-05,5.5,6.0,Det.,268.4 sq.m.,474268.88
1000373,Teasdale,2023-01-05,,6.0,nan,234.5 sq.m.,445953.19
1000374,Silvertown,2023-01-05,2.0,3.0,Terraced,214.7 sq.m.,371970.17
1000375,Riverford,,4.6,1.0,nan,106.4 sq.m.,221095.76
1000376,Poppleton,2023-01-05,4.2,5.0,Terraced,238.2 sq.m.,435536.87
1000377,Silvertown,2023-01-05,1.9,1.0,Semi,222.6 sq.m.,340355.98
1000378,Poppleton,2023-01-05,11.0,3.0,Terraced,196.7 sq.m.,343339.0
1000379,Silvertown,2023-01-05,7.3,6.0,Semi-detached,58.1 sq.m.,269668.45
1000380,Silvertown,2023-01-05,5.2,1.0,Semi-detached,294.3 sq.m.,400668.86
1000381,Teasdale,2023-01-05,4.3,2.0,Detached,192.0 sq.m.,323639.3
1000382,Teasdale,2023-01-05,1.7,3.0,Semi-detached,278.4 sq.m.,439480.39
1000383,Poppleton,2023-01-05,5.6,4.0,Terr.,147.7 sq.m.,316009.47
1000384,Teasdale,2023-01-05,1.8,1.0,Terraced,287.2 sq.m.,410522.54
1000385,Poppleton,2023-01-05,3.7,4.0,Semi-detached,146.6 sq.m.,327793.02
1000386,Silvertown,2023-01-05,7.5,4.0,Semi,132.2 sq.m.,297833.53
1000387,Silvertown,2023-01-05,2.2,5.0,nan,209.8 sq.m.,418213.01
1000388,Teasdale,2023-01-05,11.4,4.0,nan,92.9 sq.m.,268481.02
1000389,Poppleton,2023-01-05,7.8,4.0,Detached,94.4 sq.m.,261303.94
1000390,--,2023-01-05,4.6,1.0,nan,200.8 sq.m.,
1000391,Riverford,2023-01-05,10.0,3.0,Terraced,,311064.18
1000392,Riverford,2023-01-05,11.7,6.0,Detached,277.8 sq.m.,507944.47
1000393,Teasdale,2023-01-05,4.5,5.0,Terraced,101.5 sq.m.,308034.62
1000394,Riverford,,3.2,,Semi,181.1 sq.m.,330942.13
1000395,Poppleton,2023-01-05,11.6,3.0,Detached,142.2 sq.m.,299601.86
1000396,Poppleton,2023-01-05,4.2,3.0,Det.,,302461.11
1000397,Riverford,2023-01-05,6.4,2.0,Terr.,277.5 sq.m.,
1000398,Teasdale,2023-01-05,3.7,1.0,Terr.,297.4 sq.m.,425053.65
1000399,Teasdale,2023-01-05,10.0,4.0,Terraced,154.6 sq.m.,334644.98
1000400,Silvertown,2023-01-05,2.3,2.0,nan,147.2 sq.m.,273468.56
1000401,Poppleton,2023-01-05,7.5,4.0,Det.,101.6 sq.m.,267327.33
1000402,Riverford,2023-01-05,8.5,1.0,Detached,127.4 sq.m.,253042.1
1000403,Poppleton,2023-01-05,11.5,3.0,Det.,216.2 sq.m.,
1000404,Riverford,2023-01-05,8.8,3.0,Det.,193.8 sq.m.,363189.88
1000405,Poppleton,2023-01-05,4.2,3.0,nan,100.7 sq.m.,257722.53
1000406,Riverford,,10.0,4.0,Detached,164.7 sq.m.,355998.65
1000407,Silvertown,2023-01-05,5.5,3.0,Semi,297.8 sq.m.,445095.81
1000408,Poppleton,2023-01-05,8.0,3.0,nan,256.1 sq.m.,422204.68
1000409,Silvertown,2023-01-05,8.2,3.0,Det.,111.7 sq.m.,257304.63
1000410,Riverford,2023-01-05,9.7,3.0,Det.,192.3 sq.m.,353550.94
1000411,--,2023-01-05,11.9,2.0,Semi,165.7 sq.m.,293566.7
1000412,--,2023-01-05,5.4,4.0,Det.,,326733.72
1000413,Riverford,2023-01-05,11.1,4.0,Det.,211.6 sq.m.,402379.09
1000414,Teasdale,2023-01-05,7.0,2.0,Det.,136.7 sq.m.,274454.58
1000415,Riverford,,5.0,4.0,Terr.,248.1 sq.m.,422164.62
1000416,Silvertown,2023-01-05,6.9,5.0,nan,255.9 sq.m.,443890.38
1000417,Riverford,2023-01-05,1.9,3.0,Semi-detached,153.8 sq.m.,316086.04
1000418,Teasdale,2023-01-05,8.2,1.0,nan,204.4 sq.m.,322286.04
1000419,Teasdale,,8.1,5.0,Semi,146.2 sq.m.,343389.92
1000420,Teasdale,2023-01-05,,2.0,Det.,224.6 sq.m.,358132.69
1000421,Teasdale,2023-01-05,8.5,1.0,nan,224.7 sq.m.,344897.81
1000422,Silvertown,2023-01-05,9.3,6.0,Terr.,,384794.62
1000423,Riverford,2023-01-05,5.7,1.0,Semi,89.5 sq.m.,223043.72
1000424,Silvertown,2023-01-05,,,Terraced,184.4 sq.m.,350837.36
1000425,Riverford,2023-01-05,6.6,6.0,nan,66.7 sq.m.,289036.38
1000426,Riverford,2023-01-05,7.4,1.0,Terraced,275.6 sq.m.,
1000427,Poppleton,,5.9,1.0,Det.,152.8 sq.m.,271212.56
1000428,Riverford,2023-01-05,9.5,6.0,Terr.,80.3 sq.m.,288568.45
1000429,Silvertown,2023-01-05,6.5,1.0,Terr.,238.8 sq.m.,348113.14
1000430,Silvertown,2023-01-05,1.3,3.0,nan,244.9 sq.m.,392409.04
1000431,Teasdale,2023-01-05,5.6,2.0,Semi,91.2 sq.m.,222430.45
1000432,Teasdale,2023-01-05,2.3,2.0,Semi,61.2 sq.m.,204002.29
1000433,Silvertown,2023-01-05,2.6,5.0,Terr.,,
1000434,Silvertown,2023-01-05,6.0,4.0,Semi,218.9 sq.m.,409042.11
1000435,Teasdale,,6.3,3.0,Terr.,135.9 sq.m.,306089.5
1000436,Silvertown,2023-01-05,5.8,3.0,nan,98.6 sq.m.,245367.99
1000437,Poppleton,2023-01-05,4.5,5.0,Semi-detached,,347355.76
1000438,Teasdale,2023-01-05,9.9,1.0,Terr.,227.3 sq.m.,357329.7
1000439,Silvertown,2023-01-05,10.3,3.0,Terraced,217.6 sq.m.,
1000440,Silvertown,2023-01-05,8.4,3.0,Semi,165.3 sq.m.,328261.9
1000441,--,2023-01-05,11.8,6.0,Terr.,214.3 sq.m.,427344.35
1000442,Riverford,2023-01-05,2.9,5.0,Terr.,159.4 sq.m.,361272.28
1000443,Riverford,2023-01-05,7.2,1.0,nan,119.8 sq.m.,239794.46
1000444,Poppleton,2023-01-05,3.6,3.0,Semi,259.6 sq.m.,411672.18
1000445,Poppleton,2023-01-05,3.0,1.0,Semi-detached,94.3 sq.m.,213789.89
1000446,--,2023-01-05,5.8,4.0,nan,235.4 sq.m.,422590.55
1000447,Teasdale,2023-01-05,,1.0,Semi-detached,217.8 sq.m.,350436.91
1000448,Riverford,2023-01-05,3.2,1.0,nan,,257325.13
1000449,Silvertown,2023-01-05,5.3,4.0,Semi,160.2 sq.m.,325608.74
1000450,Teasdale,2023-01-05,3.3,5.0,Detached,228.6 sq.m.,417244.33
1000451,Riverford,2023-01-05,9.9,6.0,Semi,183.1 sq.m.,414192.48
1000452,Riverford,2023-01-05,2.1,6.0,Semi,61.9 sq.m.,293465.08
1000453,Poppleton,2023-01-05,3.1,3.0,Semi-detached,180.7 sq.m.,344484.95
1000454,Silvertown,2023-01-05,6.0,2.0,Semi-detached,215.0 sq.m.,344195.96
1000455,Riverford,2023-01-05,10.5,6.0,Semi,222.6 sq.m.,440144.42
1000456,Silvertown,2023-01-05,8.0,1.0,Semi,199.6 sq.m.,
1000457,Riverford,2023-01-05,7.7,4.0,Semi,,344872.33
1000458,Silvertown,2023-01-05,4.8,1.0,Semi-detached,100.4 sq.m.,231806.79
1000459,Silvertown,2023-01-05,7.8,6.0,Semi,277.2 sq.m.,491871.58
1000460,Silvertown,,8.8,4.0,Semi,54.0 sq.m.,235914.31
1000461,Teasdale,2023-01-05,7.8,6.0,Det.,,363705.9
1000462,Teasdale,2023-01-05,2.5,4.0,Detached,,339084.41
1000463,Riverford,2023-01-05,4.4,2.0,Terraced,220.0 sq.m.,356137.6
1000464,--,2023-01-05,8.6,5.0,Detached,289.7 sq.m.,488863.3
1000465,Riverford,2023-01-05,5.6,3.0,Det.,258.8 sq.m.,413705.32
1000466,Silvertown,2023-01-05,5.2,6.0,Terraced,231.0 sq.m.,465885.6
1000467,Poppleton,2023-01-05,8.0,3.0,nan,,299927.15
1000468,Silvertown,2023-01-05,8.1,3.0,Semi,253.9 sq.m.,413116.11
1000469,--,,7.1,1.0,Det.,206.7 sq.m.,317076.77
1000470,Silvertown,2023-01-05,2.5,1.0,nan,283.6 sq.m.,418399.31
1000471,--,2023-01-05,6.0,4.0,Semi,157.0 sq.m.,
1000472,Silvertown,2023-01-05,4.9,3.0,Semi-detached,76.5 sq.m.,227478.03
1000473,Poppleton,2023-01-05,,5.0,Terr.,53.7 sq.m.,
1000474,Riverford,2023-01-05,10.0,5.0,Det.,53.0 sq.m.,240841.44
1000475,--,2023-01-05,6.6,6.0,Semi-detached,105.0 sq.m.,327833.63
1000476,Silvertown,2023-01-05,8.5,3.0,Det.,119.6 sq.m.,
1000477,Riverford,2023-01-05,10.2,1.0,Det.,61.0 sq.m.,192500.3
1000478,--,2023-01-05,1.9,5.0,Semi-detached,152.8 sq.m.,338223.88
1000479,Riverford,2023-01-05,,5.0,Terraced,174.9 sq.m.,368425.63
1000480,Teasdale,2023-01-05,4.2,5.0,Detached,228.1 sq.m.,425884.97
1000481,Teasdale,,6.9,2.0,Semi,280.6 sq.m.,416618.24
1000482,Riverford,2023-01-05,6.0,4.0,Det.,113.0 sq.m.,306029.24
1000483,Teasdale,2023-01-05,9.4,2.0,Semi,131.1 sq.m.,275347.98
1000484,Riverford,2023-01-05,2.2,5.0,Terr.,147.1 sq.m.,349879.17
1000485,Poppleton,2023-01-05,9.5,4.0,Semi-detached,242.9 sq.m.,414393.24
1000486,Silvertown,2023-01-05,5.0,3.0,Semi,93.8 sq.m.,255709.79
1000487,Silvertown,2023-01-05,1.5,2.0,Semi-detached,221.9 sq.m.,362569.53
1000488,--,2023-01-05,7.0,6.0,Semi,216.6 sq.m.,433088.4
1000489,Poppleton,2023-01-05,2.1,6.0,Detached,54.4 sq.m.,285002.01
1000490,Riverford,2023-01-05,9.3,4.0,Detached,162.2 sq.m.,356199.77
1000491,Teasdale,2023-01-05,12.0,5.0,Detached,235.5 sq.m.,438976.62
1000492,Silvertown,2023-01-05,4.8,5.0,Detached,226.2 sq.m.,417479.2
1000493,Silvertown,,5.8,4.0,Detached,,
1000494,Riverford,2023-01-05,9.5,4.0,Detached,,321493.3
1000495,Riverford,2023-01-05,9.9,1.0,Semi-detached,81.0 sq.m.,204447.71
1000496,Riverford,2023-01-05,4.9,5.0,Det.,157.1 sq.m.,356363.92
1000497,Silvertown,2023-01-05,8.0,4.0,Semi,69.8 sq.m.,
1000498,--,2023-01-05,2.5,6.0,Detached,174.7 sq.m.,
1000499,--,2023-01-05,3.3,1.0,Semi-detached,143.9 sq.m.,253009.25
1000500,Teasdale,2023-01-05,4.9,2.0,Semi-detached,109.5 sq.m.,247262.17
1000501,Riverford,,6.9,6.0,Semi-detached,297.1 sq.m.,511176.75
1000502,Riverford,2023-01-05,8.7,2.0,Det.,269.3 sq.m.,401523.19
1000503,Poppleton,2023-01-05,3.9,4.0,Semi,129.4 sq.m.,317617.59
1000504,Teasdale,,11.8,4.0,Det.,59.9 sq.m.,235549.75
1000505,Silvertown,2023-01-05,2.0,4.0,Terraced,153.7 sq.m.,328209.16
1000506,Poppleton,2023-01-05,9.6,6.0,nan,237.6 sq.m.,
1000507,Poppleton,2023-01-05,11.9,3.0,Semi-detached,233.2 sq.m.,384616.98
1000508,Poppleton,,2.4,6.0,Terraced,101.5 sq.m.,325513.1
1000509,Teasdale,2023-01-05,3.7,4.0,Terr.,279.4 sq.m.,448686.52
1000510,Teasdale,2023-01-05,10.1,3.0,Detached,250.4 sq.m.,408649.4
1000511,Riverford,2023-01-05,8.4,5.0,nan,105.6 sq.m.,298116.17
1000512,Poppleton,2023-01-05,7.4,,Detached,180.4 sq.m.,352392.86
1000513,Poppleton,2023-01-05,5.6,4.0,Det.,207.4 sq.m.,377740.37
1000514,Silvertown,2023-01-05,8.0,3.0,nan,172.9 sq.m.,343561.17
1000515,Silvertown,2023-01-05,2.0,5.0,Semi,63.0 sq.m.,258379.75
1000516,Riverford,2023-01-05,4.1,1.0,Terraced,284.6 sq.m.,408109.23
1000517,Poppleton,,5.1,3.0,Semi,93.4 sq.m.,266018.19
1000518,--,,4.6,3.0,Det.,248.8 sq.m.,405026.18
1000519,Silvertown,2023-01-05,,2.0,Detached,176.9 sq.m.,331763.15
1000520,Riverford,2023-01-05,9.1,5.0,nan,166.8 sq.m.,362629.74
1000521,Riverford,2023-01-05,6.0,3.0,Semi,99.4 sq.m.,261985.65
1000522,--,2023-01-05,4.9,4.0,Semi,201.5 sq.m.,393831.22
1000523,Poppleton,2023-01-05,6.9,5.0,Detached,194.1 sq.m.,394183.8
1000524,Poppleton,2023-01-05,5.7,2.0,nan,100.4 sq.m.,
1000525,Riverford,2023-01-05,4.0,2.0,Terraced,170.3 sq.m.,314716.54
1000526,Riverford,2023-01-05,4.7,3.0,Detached,139.9 sq.m.,296848.82
1000527,Silvertown,2023-01-05,7.2,2.0,Semi,167.7 sq.m.,313827.93
1000528,Silvertown,,4.8,6.0,Terraced,202.3 sq.m.,409016.81
1000529,Poppleton,2023-01-05,1.5,1.0,Terraced,89.0 sq.m.,194912.79
1000530,Poppleton,2023-01-05,9.6,1.0,Detached,170.5 sq.m.,289624.28
1000531,--,2023-01-05,2.4,4.0,Semi,156.8 sq.m.,335434.42
1000532,--,2023-01-05,5.9,2.0,Det.,276.6 sq.m.,424098.08
1000533,Riverford,2023-01-05,,6.0,Semi,184.3 sq.m.,405667.62
1000534,Teasdale,2023-01-05,3.2,4.0,Semi-detached,93.9 sq.m.,269986.02
1000535,Poppleton,2023-01-05,2.5,6.0,nan,126.5 sq.m.,352899.31
1000536,Poppleton,2023-01-05,2.7,4.0,Terr.,190.5 sq.m.,360807.23
1000537,Silvertown,2023-01-05,4.0,4.0,Det.,133.3 sq.m.,300784.74
1000538,Riverford,2023-01-05,3.8,5.0,Terraced,98.9 sq.m.,287482.8
1000539,Silvertown,2023-01-05,10.9,4.0,Det.,51.0 sq.m.,237317.73
1000540,--,2023-01-05,5.4,2.0,nan,232.6 sq.m.,383336.71
1000541,Teasdale,2023-01-05,8.7,1.0,Terraced,151.1 sq.m.,281677.28
1000542,Silvertown,2023-01-05,8.2,6.0,nan,148.7 sq.m.,375823.61
1000543,Teasdale,,1.0,5.0,Terraced,146.0 sq.m.,351159.73
1000544,Teasdale,2023-01-05,2.5,5.0,Det.,296.9 sq.m.,508832.09
1000545,Riverford,2023-01-05,8.5,1.0,Terraced,271.2 sq.m.,405788.11
1000546,Silvertown,2023-01-05,,5.0,Terraced,81.1 sq.m.,277087.7
1000547,Teasdale,2023-01-05,10.0,3.0,Semi-detached,90.6 sq.m.,
1000548,Riverford,2023-01-05,5.6,4.0,Semi,289.3 sq.m.,466791.36
1000549,Teasdale,,1.8,1.0,Semi,237.9 sq.m.,344744.5
1000550,Riverford,2023-01-05,9.0,6.0,Terr.,227.3 sq.m.,455138.79
1000551,Poppleton,2023-01-05,4.4,3.0,Terr.,142.0 sq.m.,294999.08
1000552,Riverford,2023-01-05,2.5,1.0,Semi-detached,146.3 sq.m.,252635.25
1000553,Riverford,2023-01-05,9.3,5.0,Terr.,111.7 sq.m.,317361.5
1000554,Poppleton,2023-01-05,11.9,4.0,nan,280.4 sq.m.,464458.99
1000555,Riverford,2023-01-05,6.8,6.0,Det.,226.6 sq.m.,459832.7
1000556,Silvertown,2023-01-05,,1.0,Detached,,271816.78
1000557,Silvertown,2023-01-05,5.8,5.0,nan,87.0 sq.m.,285987.57
1000558,Teasdale,2023-01-05,7.9,3.0,Detached,286.1 sq.m.,433682.86
1000559,Teasdale,2023-01-05,5.5,3.0,Detached,111.9 sq.m.,259544.86
1000560,Teasdale,2023-01-05,10.5,1.0,Semi-detached,215.7 sq.m.,326175.03
1000561,Silvertown,2023-01-05,2.1,5.0,nan,79.2 sq.m.,
1000562,Silvertown,2023-01-05,7.5,5.0,Semi-detached,227.9 sq.m.,431698.75
1000563,Silvertown,2023-01-05,11.6,4.0,Terraced,226.5 sq.m.,
1000564,Riverford,2023-01-05,2.5,3.0,Detached,70.1 sq.m.,215413.16
1000565,Riverford,2023-01-05,1.9,1.0,Det.,269.0 sq.m.,387810.47
1000566,Riverford,2023-01-05,7.6,5.0,Terr.,156.7 sq.m.,369997.12
1000567,Riverford,2023-01-05,9.6,6.0,Det.,175.2 sq.m.,400626.72
1000568,Poppleton,2023-01-05,10.3,3.0,Terr.,271.7 sq.m.,442637.58
1000569,Riverford,2023-01-05,4.3,4.0,Detached,233.5 sq.m.,420643.31
1000570,Riverford,2023-01-05,6.6,5.0,Detached,281.1 sq.m.,477479.31
1000571,Teasdale,2023-01-05,4.3,3.0,Detached,77.3 sq.m.,230668.9
1000572,Riverford,2023-01-05,10.9,5.0,Semi-detached,249.4 sq.m.,446819.48
1000573,Teasdale,2023-01-05,6.4,,nan,117.3 sq.m.,270483.98
1000574,Poppleton,2023-01-05,6.5,2.0,Terr.,237.1 sq.m.,391478.35
1000575,Poppleton,2023-01-05,6.8,3.0,nan,51.6 sq.m.,209787.95
1000576,Silvertown,2023-01-05,11.9,5.0,Semi-detached,172.9 sq.m.,
1000577,Poppleton,2023-01-05,2.5,3.0,Semi-detached,243.4 sq.m.,399308.4
1000578,Riverford,2023-01-05,7.3,,Semi,154.2 sq.m.,314891.28
1000579,Silvertown,2023-01-05,8.5,2.0,Det.,157.7 sq.m.,303311.2
1000580,Riverford,2023-01-05,11.5,6.0,Det.,96.6 sq.m.,330089.95
1000581,--,2023-01-05,1.2,4.0,Terraced,171.6 sq.m.,341271.13
1000582,Riverford,2023-01-05,3.9,2.0,Semi-detached,77.6 sq.m.,232412.67
1000583,Riverford,,,6.0,Terr.,103.1 sq.m.,327480.24
1000584,Teasdale,2023-01-05,9.7,2.0,Semi,237.5 sq.m.,371160.67
1000585,Silvertown,2023-01-05,7.9,1.0,Semi,98.0 sq.m.,232054.71
1000586,Silvertown,2023-01-05,5.6,1.0,nan,267.9 sq.m.,395193.95
1000587,Silvertown,2023-01-05,1.9,5.0,Det.,278.2 sq.m.,478598.17
1000588,Silvertown,2023-01-05,7.8,2.0,Semi-detached,209.1 sq.m.,340647.65
1000589,Silvertown,,4.4,4.0,Terraced,71.4 sq.m.,264057.58
1000590,Silvertown,2023-01-05,3.2,2.0,Semi-detached,66.1 sq.m.,210033.41
1000591,Teasdale,2023-01-05,6.9,6.0,nan,,369017.41
1000592,Silvertown,2023-01-05,8.0,2.0,Detached,171.3 sq.m.,313213.08
1000593,Riverford,2023-01-05,8.5,3.0,Semi-detached,52.4 sq.m.,224438.25
1000594,Poppleton,2023-01-05,8.7,3.0,nan,288.8 sq.m.,436938.39
1000595,Riverford,2023-01-05,10.3,1.0,Detached,247.3 sq.m.,379330.72
1000596,Teasdale,2023-01-05,1.9,4.0,Detached,,329264.88
1000597,Silvertown,2023-01-05,6.0,3.0,Terraced,247.9 sq.m.,419989.4
1000598,Silvertown,,4.4,5.0,Terr.,180.0 sq.m.,375740.14
1000599,Silvertown,2023-01-05,9.1,6.0,Det.,116.5 sq.m.,337903.34
1000600,Silvertown,,8.8,4.0,Semi-detached,239.2 sq.m.,417370.26
1000601,Silvertown,2023-01-05,2.8,5.0,Detached,134.1 sq.m.,336907.24
1000602,Silvertown,2023-01-05,6.8,1.0,Semi-detached,135.8 sq.m.,262728.65
1000603,Silvertown,2023-01-05,8.9,4.0,Terr.,109.9 sq.m.,282207.66
1000604,Silvertown,2023-01-05,2.4,3.0,Det.,149.6 sq.m.,312628.26
1000605,Riverford,2023-01-05,4.0,6.0,Terr.,293.8 sq.m.,510834.59
1000606,Silvertown,2023-01-05,9.5,1.0,Det.,251.6 sq.m.,
1000607,Riverford,2023-01-05,,6.0,Semi,,362029.09
1000608,Riverford,,4.0,4.0,Det.,150.5 sq.m.,343306.59
1000609,Teasdale,2023-01-05,8.8,6.0,Terraced,281.3 sq.m.,499076.83
1000610,Silvertown,2023-01-05,1.8,3.0,Terr.,,312324.64
1000611,Teasdale,2023-01-05,5.0,1.0,Detached,182.7 sq.m.,292620.78
1000612,Teasdale,2023-01-05,7.2,5.0,Semi,237.9 sq.m.,431917.48
1000613,Silvertown,2023-01-05,3.8,6.0,Terraced,163.0 sq.m.,388928.95
1000614,Poppleton,2023-01-05,7.3,6.0,Semi-detached,267.5 sq.m.,501044.82
1000615,Poppleton,2023-01-05,3.5,2.0,Terr.,215.1 sq.m.,344286.48
1000616,Silvertown,2023-01-05,1.5,6.0,nan,,378657.08
1000617,Silvertown,2023-01-05,3.7,2.0,nan,285.5 sq.m.,
1000618,Poppleton,2023-01-05,5.2,1.0,Detached,208.4 sq.m.,
1000619,Teasdale,2023-01-05,11.2,1.0,Det.,292.4 sq.m.,401643.83
1000620,Silvertown,2023-01-05,7.1,,Detached,219.5 sq.m.,376379.82
1000621,Silvertown,2023-01-05,9.1,1.0,nan,171.1 sq.m.,295858.26
1000622,Riverford,2023-01-05,4.5,3.0,Semi-detached,248.5 sq.m.,398662.05
1000623,Riverford,2023-01-05,8.9,3.0,Semi,284.8 sq.m.,435337.81
1000624,Teasdale,2023-01-05,1.9,1.0,Semi,169.0 sq.m.,287096.47
1000625,Riverford,2023-01-05,6.5,,Terr.,224.9 sq.m.,374524.14
1000626,Riverford,2023-01-05,3.0,5.0,Semi,146.2 sq.m.,354468.26
1000627,Teasdale,2023-01-05,11.8,2.0,Terr.,228.0 sq.m.,
1000628,Silvertown,2023-01-05,1.8,6.0,Terr.,269.1 sq.m.,477097.4
1000629,Silvertown,2023-01-05,4.1,1.0,Terr.,229.2 sq.m.,346021.42
1000630,Teasdale,2023-01-05,4.6,5.0,nan,,349169.18
1000631,Poppleton,2023-01-05,1.1,6.0,nan,71.8 sq.m.,290704.52
1000632,Riverford,2023-01-05,7.2,6.0,Det.,299.1 sq.m.,531608.49
1000633,Riverford,2023-01-05,7.8,2.0,Terraced,166.7 sq.m.,301250.7
1000634,Silvertown,2023-01-05,7.5,6.0,Terr.,288.8 sq.m.,505796.51
1000635,Riverford,2023-01-05,9.5,3.0,Terr.,185.2 sq.m.,338695.84
1000636,Riverford,2023-01-05,10.9,1.0,Terraced,92.6 sq.m.,223780.51
1000637,Silvertown,,3.7,3.0,Detached,225.0 sq.m.,386023.46
1000638,Silvertown,2023-01-05,,6.0,Terr.,298.3 sq.m.,523396.3
1000639,Riverford,2023-01-05,3.6,3.0,Det.,,295806.89
1000640,Silvertown,2023-01-05,10.2,1.0,Semi,131.6 sq.m.,241944.8
1000641,Riverford,2023-01-05,11.5,1.0,Semi,120.1 sq.m.,235968.41
1000642,Silvertown,2023-01-05,,3.0,Semi-detached,216.5 sq.m.,361547.75
1000643,Riverford,2023-01-05,10.3,3.0,Semi-detached,217.7 sq.m.,374645.42
1000644,Silvertown,2023-01-05,2.1,3.0,Semi,280.7 sq.m.,
1000645,Poppleton,2023-01-05,3.6,1.0,Semi,173.0 sq.m.,292998.49
1000646,Riverford,2023-01-05,1.7,2.0,nan,133.2 sq.m.,
1000647,Teasdale,2023-01-05,8.8,2.0,Det.,194.0 sq.m.,321785.51
1000648,Teasdale,2023-01-05,11.1,1.0,Terraced,66.2 sq.m.,176596.27
1000649,Riverford,2023-01-05,6.7,4.0,Semi-detached,277.5 sq.m.,451832.76
1000650,Silvertown,2023-01-05,5.1,6.0,nan,231.3 sq.m.,450719.56
1000651,Riverford,,1.9,4.0,nan,246.3 sq.m.,439950.51
1000652,Riverford,2023-01-05,2.5,1.0,Terraced,159.2 sq.m.,276146.48
1000653,Teasdale,2023-01-05,1.8,,nan,114.8 sq.m.,262992.92
1000654,Riverford,2023-01-05,5.8,6.0,Det.,77.8 sq.m.,293188.61
1000655,Silvertown,2023-01-05,3.6,4.0,Semi,198.1 sq.m.,382776.06
1000656,Silvertown,,4.5,,Terr.,285.5 sq.m.,454707.47
1000657,Riverford,2023-01-05,8.7,6.0,Terraced,81.9 sq.m.,290762.19
1000658,Teasdale,,4.5,1.0,Semi,145.0 sq.m.,270588.96
1000659,Riverford,2023-01-05,1.8,3.0,Semi,127.7 sq.m.,
